Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,FBI Code
JK287204,06/08/2026 06:24:00 PM,129XX S GREEN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,005,06
JK294157,06/08/2026 06:23:00 PM,006XX N MC CLURG CT,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,018,06
JK287149,06/08/2026 06:21:00 PM,064XX N OAKLEY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,024,15
JK287168,06/08/2026 06:20:00 PM,009XX N RUSH ST,0460,BATTERY,SIMPLE,STREET,False,False,018,08B
JK287181,06/08/2026 06:19:00 PM,092XX S STONY ISLAND AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,004,04A
JK287694,06/08/2026 06:18:00 PM,012XX W MONROE ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,012,06
JK287177,06/08/2026 06:15:00 PM,026XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,025,06
JK287214,06/08/2026 06:15:00 PM,012XX W LELAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,019,08A
JK287132,06/08/2026 06:12:00 PM,001XX S CENTRAL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,False,False,015,26
JK287163,06/08/2026 06:11:00 PM,063XX N NAGLE AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,016,08B
JK287741,06/08/2026 06:11:00 PM,057XX W DIVERSEY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,025,26
JK287169,06/08/2026 06:06:00 PM,032XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,019,06
JK287128,06/08/2026 06:05:00 PM,077XX S YATES BLVD,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,004,26
JK287142,06/08/2026 06:03:00 PM,028XX N KEATING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,025,08B
JK288621,06/08/2026 06:00:00 PM,002XX W 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,007,08B
JK287421,06/08/2026 06:00:00 PM,075XX N MAPLEWOOD AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA BUS,False,False,024,11
JK287425,06/08/2026 06:00:00 PM,028XX N OAKLEY AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),False,False,014,07
JK287873,06/08/2026 06:00:00 PM,037XX N WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,019,07
JK287314,06/08/2026 06:00:00 PM,017XX W ADAMS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,012,07
JK287133,06/08/2026 05:59:00 PM,024XX W BROSS AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,009,05
JK287157,06/08/2026 05:52:00 PM,087XX S UNION AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,022,26
JK288960,06/08/2026 05:45:00 PM,0000X E ELM ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,018,06
JK291035,06/08/2026 05:40:00 PM,018XX W OHIO ST,1170,DECEPTIVE PRACTICE,IMPERSONATION,RESIDENCE,False,False,012,11
JK289099,06/08/2026 05:36:00 PM,014XX N SEDGWICK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,018,26
JK287207,06/08/2026 05:35:00 PM,082XX S PRINCETON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,OTHER (SPECIFY),True,False,006,15
JK287272,06/08/2026 05:35:00 PM,055XX S EVERETT AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,002,05
JK287108,06/08/2026 05:30:00 PM,043XX N CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,019,14
JK288369,06/08/2026 05:30:00 PM,131XX S DANIEL DR,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,005,08B
JK291896,06/08/2026 05:30:00 PM,019XX N WESTERN AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,014,06
JK287824,06/08/2026 05:28:00 PM,030XX E 93RD ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FIRE STATION,False,False,004,26
JK287562,06/08/2026 05:26:00 PM,012XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,012,06
JK287019,06/08/2026 05:25:00 PM,043XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,009,08A
JK287122,06/08/2026 05:21:00 PM,065XX W FULLERTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SMALL RETAIL STORE,True,False,025,04A
JK287067,06/08/2026 05:20:00 PM,029XX S WALLACE ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,009,06
JK287140,06/08/2026 05:17:00 PM,028XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,STREET,False,False,019,08A
JK287080,06/08/2026 05:15:00 PM,131XX S DANIEL DR,0460,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,False,False,005,08B
JK287078,06/08/2026 05:15:00 PM,001XX W 79TH ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SMALL RETAIL STORE,False,False,006,03
JK287063,06/08/2026 05:08:00 PM,016XX W DIVISION ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,014,06
JK289675,06/08/2026 05:00:00 PM,058XX W 51ST ST,0820,THEFT,$500 AND UNDER,STREET,False,False,008,06
JK287858,06/08/2026 05:00:00 PM,016XX S LAWNDALE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,010,06
JK287306,06/08/2026 05:00:00 PM,034XX W 24TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,010,08B
JK287131,06/08/2026 05:00:00 PM,012XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,012,07
JK289407,06/08/2026 05:00:00 PM,048XX N SPRINGFIELD AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,017,06
JK287838,06/08/2026 05:00:00 PM,031XX N RIDGEWAY AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,025,04A
JK287443,06/08/2026 05:00:00 PM,023XX W DIVERSEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,014,07
JK288277,06/08/2026 05:00:00 PM,085XX S ESSEX AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,004,07
JK287565,06/08/2026 05:00:00 PM,044XX N SPAULDING AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,017,06
JK287668,06/08/2026 05:00:00 PM,066XX S KIMBARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,003,07
JK288304,06/08/2026 05:00:00 PM,040XX W LAKE ST,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,011,08B
JK287186,06/08/2026 05:00:00 PM,095XX S HALSTED ST,0810,THEFT,OVER $500,LIBRARY,False,False,022,06
JK287062,06/08/2026 05:00:00 PM,002XX N LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,015,08B
JK287569,06/08/2026 05:00:00 PM,004XX W OAKDALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,019,06
JK287014,06/08/2026 04:57:00 PM,070XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,007,08B
JK287075,06/08/2026 04:56:00 PM,074XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,003,06
JK287016,06/08/2026 04:55:00 PM,018XX N KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,025,08B
JK287040,06/08/2026 04:53:00 PM,002XX N LAKEFRONT DR,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,True,False,001,17
JK287052,06/08/2026 04:50:00 PM,053XX W FULLERTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,025,15
JK287801,06/08/2026 04:48:00 PM,010XX N CROSBY ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,018,06
JK287359,06/08/2026 04:47:00 PM,0000X W 103RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,005,14
JK287156,06/08/2026 04:45:00 PM,054XX W CORTEZ ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,015,14
JK289463,06/08/2026 04:40:00 PM,027XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,019,06
JK287013,06/08/2026 04:36:00 PM,071XX S BENNETT AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,003,08B
JK287667,06/08/2026 04:35:00 PM,064XX W NORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,025,05
JK287124,06/08/2026 04:30:00 PM,031XX W MONTROSE AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,017,08B
JK287048,06/08/2026 04:30:00 PM,005XX S STATE ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,False,001,08B
JK287294,06/08/2026 04:30:00 PM,135XX S BRANDON AVE,1585,SEX OFFENSE,OTHER,SIDEWALK,False,False,004,17
JK286973,06/08/2026 04:25:00 PM,010XX N CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,011,14
JK286990,06/08/2026 04:25:00 PM,019XX W 103RD ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,022,06
JK286975,06/08/2026 04:18:00 PM,109XX S MICHIGAN AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,False,False,005,26
JK286954,06/08/2026 04:15:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,014,06
JK287002,06/08/2026 04:15:00 PM,116XX S LOWE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,005,26
JK287009,06/08/2026 04:14:00 PM,004XX W ALDINE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,019,03
JK287118,06/08/2026 04:14:00 PM,015XX W CORNELIA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,019,26
JK287043,06/08/2026 04:13:00 PM,014XX E 73RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,003,08B
JK287027,06/08/2026 04:08:00 PM,001XX E GRAND AVE,0460,BATTERY,SIMPLE,MEDICAL / DENTAL OFFICE,False,False,018,08B
JK286967,06/08/2026 04:04:00 PM,034XX W 26TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,010,24
JK287024,06/08/2026 04:00:00 PM,055XX S TALMAN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,True,True,008,04B
JK287570,06/08/2026 04:00:00 PM,0000X E Ohio St,0810,THEFT,OVER $500,RESTAURANT,False,False,018,06
JK286963,06/08/2026 04:00:00 PM,021XX S CHINA PL,0560,ASSAULT,SIMPLE,STREET,False,False,009,08A
JK287559,06/08/2026 04:00:00 PM,108XX S DOTY AVE E,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,005,06
JK287235,06/08/2026 04:00:00 PM,002XX W MERCHANDISE MART PLZ,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,018,06
JK286953,06/08/2026 04:00:00 PM,014XX W 47TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,009,06
JK287372,06/08/2026 04:00:00 PM,015XX W 110TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,022,06
JK286921,06/08/2026 03:55:00 PM,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,014,06
JK286914,06/08/2026 03:45:00 PM,050XX N Broadway,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,020,14
JK286891,06/08/2026 03:44:00 PM,008XX E 71ST ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,003,26
JK287158,06/08/2026 03:40:00 PM,047XX W MADISON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,011,11
JK287127,06/08/2026 03:39:00 PM,003XX N DESPLAINES ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,012,14
JK288173,06/08/2026 03:38:00 PM,052XX S MILLARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,008,08A
JK292149,06/08/2026 03:35:00 PM,008XX E 90TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,006,06
JK286853,06/08/2026 03:31:00 PM,042XX W AUGUSTA BLVD,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,011,26
JK287111,06/08/2026 03:30:00 PM,008XX E 46TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,002,07
JK287031,06/08/2026 03:30:00 PM,021XX S CHINA PL,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",COMMERCIAL / BUSINESS OFFICE,True,False,009,08B
JK286923,06/08/2026 03:30:00 PM,005XX E 76TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,006,08A
JK287147,06/08/2026 03:30:00 PM,027XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,014,06
JK288058,06/08/2026 03:30:00 PM,018XX N KEDVALE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,025,11
JK286974,06/08/2026 03:30:00 PM,013XX E HYDE PARK BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,002,11
JK286941,06/08/2026 03:20:00 PM,008XX W RANDOLPH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,012,04A
JK286857,06/08/2026 03:19:00 PM,069XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA BUS STOP,True,False,003,15
JK288245,06/08/2026 03:14:00 PM,006XX W 31ST ST,0810,THEFT,OVER $500,BANK,False,False,009,06
JK286861,06/08/2026 03:10:00 PM,030XX S TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,010,08B
JK287010,06/08/2026 03:08:00 PM,010XX N RUSH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,018,06
JK286835,06/08/2026 03:06:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT / GROUNDS,True,False,003,26
JK290589,06/08/2026 03:05:00 PM,001XX N FRANKLIN ST,0810,THEFT,OVER $500,STREET,False,False,001,06
JK286928,06/08/2026 03:05:00 PM,024XX N CLARK ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,019,08A
JK286902,06/08/2026 03:04:00 PM,024XX N CICERO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,True,False,025,03
JK295310,06/08/2026 03:00:00 PM,002XX W 22ND PL,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,009,06
JK289290,06/08/2026 03:00:00 PM,047XX S PRINCETON AVE,3960,INTIMIDATION,INTIMIDATION,STREET,False,False,009,08A
JK288520,06/08/2026 03:00:00 PM,075XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,006,06
JK286936,06/08/2026 03:00:00 PM,024XX S CALIFORNIA AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,SIDEWALK,True,False,010,24
JK287630,06/08/2026 03:00:00 PM,044XX N CLIFTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,019,07
JK287036,06/08/2026 03:00:00 PM,048XX S KIMBARK AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,RESIDENCE,False,False,002,06
JK288968,06/08/2026 03:00:00 PM,013XX N Wicker Park Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,014,06
JK286886,06/08/2026 02:59:00 PM,011XX E 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,004,08B
JK286821,06/08/2026 02:55:00 PM,005XX W BARRY AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,019,06
JK286889,06/08/2026 02:55:00 PM,015XX S KEDVALE AVE,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,010,26
JK286827,06/08/2026 02:51:00 PM,074XX S PERRY AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,007,08A
JK286860,06/08/2026 02:45:00 PM,065XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,007,08B
JK292404,06/08/2026 02:45:00 PM,002XX N LAVERGNE AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,015,08B
JK289375,06/08/2026 02:45:00 PM,002XX W Goethe St,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,018,14
JK293438,06/08/2026 02:45:00 PM,006XX W PATTERSON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,019,06
JK287047,06/08/2026 02:42:00 PM,092XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,006,08A
JK288042,06/08/2026 02:38:00 PM,007XX E 111TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,GOVERNMENT BUILDING / PROPERTY,False,False,005,26
JK287994,06/08/2026 02:35:00 PM,102XX S OGLESBY AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,004,26
JK286832,06/08/2026 02:30:00 PM,058XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,002,08A
JK286878,06/08/2026 02:30:00 PM,029XX W DIVISION ST,0460,BATTERY,SIMPLE,APARTMENT,False,True,012,08B
JK286920,06/08/2026 02:21:00 PM,004XX E 87TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,006,08A
JK286777,06/08/2026 02:19:00 PM,044XX N CLARENDON AVE,0810,THEFT,OVER $500,PARK PROPERTY,False,False,019,06
JK286750,06/08/2026 02:16:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,019,06
JK286862,06/08/2026 02:15:00 PM,053XX W 54TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,008,26
JK286855,06/08/2026 02:15:00 PM,007XX W DIVERSEY PKWY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,019,06
JK286783,06/08/2026 02:15:00 PM,017XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,True,False,025,14
JK287085,06/08/2026 02:15:00 PM,076XX S YATES BLVD,0880,THEFT,PURSE-SNATCHING,ALLEY,False,False,004,06
JK290863,06/08/2026 02:15:00 PM,027XX N CALIFORNIA AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,014,06
JK286815,06/08/2026 02:15:00 PM,031XX W 60TH ST,0460,BATTERY,SIMPLE,STREET,False,False,008,08B
JK286794,06/08/2026 02:11:00 PM,038XX S ELLIS AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,002,07
JK286989,06/08/2026 02:08:00 PM,070XX S CARPENTER ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,007,08A
JK286786,06/08/2026 02:02:00 PM,057XX S ELIZABETH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,007,04A
JK286959,06/08/2026 02:00:00 PM,013XX W HASTINGS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,012,06
JK286856,06/08/2026 02:00:00 PM,002XX N ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,012,14
JK286881,06/08/2026 02:00:00 PM,007XX E 38TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,002,07
JK286726,06/08/2026 01:53:00 PM,0000X W 108TH PL,1020,ARSON,BY FIRE,RESIDENCE - YARD (FRONT / BACK),False,False,005,09
JK287054,06/08/2026 01:50:00 PM,043XX W CULLERTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,010,06
JK286730,06/08/2026 01:50:00 PM,092XX S UNION AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,022,08A
JK286706,06/08/2026 01:49:00 PM,075XX N ROGERS AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,024,18
JK287103,06/08/2026 01:46:00 PM,003XX E CERMAK RD,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,STREET,False,False,001,17
JK286820,06/08/2026 01:40:00 PM,003XX S PEORIA ST,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,012,06
JK295675,06/08/2026 01:40:00 PM,036XX W 115TH ST,0810,THEFT,OVER $500,VEHICLE - DELIVERY TRUCK,False,False,022,06
JK286769,06/08/2026 01:40:00 PM,051XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,002,06
JK290761,06/08/2026 01:36:00 PM,002XX W WACKER DR,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,COMMERCIAL / BUSINESS OFFICE,False,False,001,10
JK286672,06/08/2026 01:35:00 PM,027XX W ROOSEVELT RD,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,OTHER (SPECIFY),False,False,011,26
JK286765,06/08/2026 01:35:00 PM,048XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,020,06
JK286927,06/08/2026 01:35:00 PM,013XX W FARGO AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,024,07
JK286725,06/08/2026 01:35:00 PM,007XX W 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,007,08B
JK286872,06/08/2026 01:30:00 PM,022XX N ROCKWELL ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,014,08A
JK289294,06/08/2026 01:30:00 PM,0000X E HUBBARD ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,018,06
JK286709,06/08/2026 01:30:00 PM,064XX W IRVING PARK RD,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,016,08B
JK288265,06/08/2026 01:20:00 PM,063XX S UNIVERSITY AVE,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,False,False,003,08B
JK286758,06/08/2026 01:19:00 PM,052XX N BROADWAY,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,020,06
JK286922,06/08/2026 01:15:00 PM,025XX W MONROE ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,011,06
JK286680,06/08/2026 01:15:00 PM,039XX W 47TH ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,008,06
JK286697,06/08/2026 01:15:00 PM,054XX W CORTEZ ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,True,015,04A
JK286679,06/08/2026 01:14:00 PM,022XX N ROCKWELL ST,0560,ASSAULT,SIMPLE,STREET,False,False,014,08A
JK295646,06/08/2026 01:14:00 PM,117XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,022,06
JK288182,06/08/2026 01:14:00 PM,014XX W CORTEZ ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,012,06
JK290498,06/08/2026 01:13:00 PM,022XX W WARREN BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,012,06
JK286658,06/08/2026 01:12:00 PM,002XX S MAPLEWOOD AVE,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,False,False,011,26
JK286745,06/08/2026 01:10:00 PM,013XX E 50TH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,002,06
JK286865,06/08/2026 01:08:00 PM,018XX S WABASH AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,001,08A
JK287033,06/08/2026 01:05:00 PM,006XX N WABASH AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,018,08B
JK286716,06/08/2026 01:04:00 PM,001XX N MAY ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL / MOTEL,False,False,012,26
JK286844,06/08/2026 01:02:00 PM,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,016,06
JK286668,06/08/2026 01:00:00 PM,079XX S BISHOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,006,08A
JK286966,06/08/2026 01:00:00 PM,021XX N LOREL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,025,04A
JK293459,06/08/2026 01:00:00 PM,048XX S WESTERN AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,009,08A
JK286720,06/08/2026 01:00:00 PM,039XX W DIVISION ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,011,18
JK287180,06/08/2026 01:00:00 PM,006XX E 78TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,006,11
JK286929,06/08/2026 01:00:00 PM,011XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,012,08B
JK288139,06/08/2026 01:00:00 PM,067XX S BLACKSTONE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,003,07
